,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
33514,DD20170730210547256E78A4FE6CA,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-28 09:50:00,C,已出货未退款,已提现,饮料,水
33520,DD20170620001856654028706C2F4,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-28 12:17:00,C,已出货未退款,已提现,饮料,水
33524,DD2017082409522640D314079BFC9,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-28 14:06:00,C,已出货未退款,已提现,饮料,水
33525,DD2017080204012410C59CB8B7B74,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-28 14:42:00,C,已出货未退款,已提现,饮料,水
33530,DD20170720183900900A63B2288DA,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-28 16:06:00,C,已出货未退款,已提现,饮料,水
33533,DD2017072417370878BA0F0C485F6,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-28 16:42:00,C,已出货未退款,已提现,饮料,水
33536,DD201707081023472603FCDA94547,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-28 17:41:00,C,已出货未退款,已提现,饮料,水
33553,DD201707111509001799EAEDC8838,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 09:48:00,C,已出货未退款,已提现,饮料,水
33554,DD2017071723000350840A85AF07C,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 09:54:00,C,已出货未退款,已提现,饮料,水
33557,DD2017073007261758E90FF197629,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-29 11:07:00,C,已出货未退款,已提现,饮料,水
33562,DD201708020356302953231D9E05D,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-29 14:35:00,C,已出货未退款,已提现,饮料,水
33565,DD2017062821522050028D6BA6BB2,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 14:54:00,C,已出货未退款,已提现,饮料,水
33566,DD20170713112454170B29ED9A3DA,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 14:57:00,C,已出货未退款,已提现,饮料,水
33571,DD2017061914143296FA0A162A750,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 15:56:00,C,已出货未退款,已提现,饮料,水
33575,DD2017071311285570F681705892F,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 16:54:00,C,已出货未退款,已提现,饮料,水
33576,DD2017073100224927166FF9D2416,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-29 17:18:00,C,已出货未退款,已提现,饮料,水
33577,DD201708167493980527865076931,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 17:27:00,C,已出货未退款,已提现,饮料,水
33578,DD2017071922321759ADD1ED7AB97,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 17:37:00,C,已出货未退款,已提现,饮料,水
33580,DD201708167493959330388789872,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 18:05:00,C,已出货未退款,已提现,饮料,水
33581,DD2017082314415788B473BC3D11A,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-29 18:09:00,C,已出货未退款,已提现,饮料,水
33583,DD201706101700539705EE2B91DB8,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 18:19:00,C,已出货未退款,已提现,饮料,水
33585,DD20170617112707435D27EF09986,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 18:56:00,C,已出货未退款,已提现,饮料,水
33586,DD20170717214644176F2A322926C,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-29 19:29:00,C,已出货未退款,已提现,饮料,水
33588,DD2017080121054422B36D127C60C,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-29 23:00:00,C,已出货未退款,已提现,饮料,水
33593,DD20170721220701310AD6F6DC07B,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-30 09:18:00,C,已出货未退款,已提现,饮料,水
33606,DD201707112007029670395896D61,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-30 13:59:00,C,已出货未退款,已提现,饮料,水
33610,DD20170717183237648EAAD599A37,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-30 14:51:00,C,已出货未退款,已提现,饮料,水
33611,DD2017071720202179E742E5A6884,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-09-30 15:03:00,C,已出货未退款,已提现,饮料,水
33614,DD2017082317344273A648DD19B67,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-30 15:53:00,C,已出货未退款,已提现,饮料,水
33619,DD20170807193731304FCEA9A5EAA,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-30 17:45:00,C,已出货未退款,已提现,饮料,水
33633,DD2017080915382442D7DB7F2113F,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-09-30 22:00:00,C,已出货未退款,已提现,饮料,水
33646,DD201704300400362158E791B6159,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-02 22:09:00,C,已出货未退款,已提现,饮料,水
33652,DD2017072903184784BCB570E2C45,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-03 14:00:00,C,已出货未退款,已提现,饮料,水
33654,DD2017043014522335EC82E674E3D,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-04 01:32:00,C,已出货未退款,已提现,饮料,水
33658,DD20170430154734519CF35522526,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-04 12:19:00,C,已出货未退款,已提现,饮料,水
33659,DD201704301606288543E667EF286,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-04 13:29:00,C,已出货未退款,已提现,饮料,水
33660,DD2017043016132082D33AEF19625,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-04 13:58:00,C,已出货未退款,已提现,饮料,水
33662,DD2017073120374913E9B47C0E592,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-04 14:49:00,C,已出货未退款,已提现,饮料,水
33663,DD20170430195028806C5103C82E0,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-04 17:35:00,C,已出货未退款,已提现,饮料,水
33670,DD2017072918241987F69FDFD02F9,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-05 07:50:00,C,已出货未退款,已提现,饮料,水
33672,DD201707291904385254FC9CFCAB9,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-05 12:26:00,C,已出货未退款,已提现,饮料,水
33673,DD20170729192137470357D0E3FD1,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-05 13:40:00,C,已出货未退款,已提现,饮料,水
33674,DD20170729192224954E3FEC58D4E,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-05 14:47:00,C,已出货未退款,已提现,饮料,水
33678,DD201707291951511019322F0E153,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-05 23:13:00,C,已出货未退款,已提现,饮料,水
33679,DD2017072919553063FB506E5E47C,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-05 23:31:00,C,已出货未退款,已提现,饮料,水
33680,DD2017072919575312CFB582DA110,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 00:10:00,C,已出货未退款,已提现,饮料,水
33682,DD2017072919582577C2EEAAE65D3,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 02:19:00,C,已出货未退款,已提现,饮料,水
33683,DD201707292002291816690405BA8,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 04:05:00,C,已出货未退款,已提现,饮料,水
33685,DD20170729200804455639B1CB29B,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 10:48:00,C,已出货未退款,已提现,饮料,水
33686,DD20170729201924640EFDDD2E253,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 13:07:00,C,已出货未退款,已提现,饮料,水
33687,DD20170729202056772F11A148039,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 13:12:00,C,已出货未退款,已提现,饮料,水
33690,DD2017073117181383F9DA9EC5429,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 14:31:00,C,已出货未退款,已提现,饮料,水
33691,DD20170729203940200F86AD30620,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 15:23:00,C,已出货未退款,已提现,饮料,水
33692,DD2017072920395514B366EBF65E2,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 15:44:00,C,已出货未退款,已提现,饮料,水
33694,DD2017072921091652B88C7A127A6,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 16:28:00,C,已出货未退款,已提现,饮料,水
33695,DD20170729215537127B81C416726,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 17:53:00,C,已出货未退款,已提现,饮料,水
33698,DD2017072923110298E991E88ACC5,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 18:30:00,C,已出货未退款,已提现,饮料,水
33700,DD201707300039147179E29FEC4C6,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 18:46:00,C,已出货未退款,已提现,饮料,水
33703,DD2017073007584828FF360BF20FA,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-06 20:57:00,C,已出货未退款,已提现,饮料,水
33709,DD201707301015442956E8BDAD79C,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-07 04:06:00,C,已出货未退款,已提现,饮料,水
33710,DD2017073010164938F767ED70A2D,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-07 04:44:00,C,已出货未退款,已提现,饮料,水
33712,DD2017073010204954D2E648589BC,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-07 07:47:00,C,已出货未退款,已提现,饮料,水
33714,DD2017072820491110F89441232F2,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-07 11:16:00,C,已出货未退款,已提现,饮料,水
33715,DD2017073010462222A4D6C1A2CF2,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-07 11:34:00,C,已出货未退款,已提现,饮料,水
33716,DD2017073010465085E253284D76A,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-07 11:35:00,C,已出货未退款,已提现,饮料,水
33717,DD201707301051576790056852B7E,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-07 12:02:00,C,已出货未退款,已提现,饮料,水
33719,DD20170730121532104EB09E7278B,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-07 13:20:00,C,已出货未退款,已提现,饮料,水
33720,DD2017050214505273D9D064C36C7,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-07 13:42:00,C,已出货未退款,已提现,饮料,水
33721,DD20170808120243442DE813B744B,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-07 14:27:00,C,已出货未退款,已提现,饮料,水
33726,DD201707311719506376F58699B7A,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-07 20:06:00,C,已出货未退款,已提现,饮料,水
33727,DD2017073016075914FA3F96679F3,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-07 20:12:00,C,已出货未退款,已提现,饮料,水
33742,DD201708081801431311C21D15559,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-08 19:58:00,C,已出货未退款,已提现,饮料,水
33751,DD2017073020543578CE2CA67DCE2,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-09 12:25:00,C,已出货未退款,已提现,饮料,水
33752,DD20170730205853844F2205ADB5A,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-09 13:48:00,C,已出货未退款,已提现,饮料,水
33753,DD201707302104124234CA41E5DAB,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-09 14:49:00,C,已出货未退款,已提现,饮料,水
33755,DD20170730210922831DDB8CA65E0,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-09 15:18:00,C,已出货未退款,已提现,饮料,水
33756,DD20170730210938115A2E941E025,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-09 17:32:00,C,已出货未退款,已提现,饮料,水
33757,DD2017073021094696064E8975C68,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-09 17:35:00,C,已出货未退款,已提现,饮料,水
33758,DD20170730211015476A216CCEC21,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-09 17:38:00,C,已出货未退款,已提现,饮料,水
33761,DD201707302131076837B0A396107,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 02:53:00,C,已出货未退款,已提现,饮料,水
33762,DD20170730213611302C68AEBFC61,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 07:48:00,C,已出货未退款,已提现,饮料,水
33763,DD2017073021485316A39E3EBE0A7,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 08:22:00,C,已出货未退款,已提现,饮料,水
33764,DD201707302153021029E409579C7,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 08:27:00,C,已出货未退款,已提现,饮料,水
33765,DD2017073022195733F3E95CDD25A,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 12:17:00,C,已出货未退款,已提现,饮料,水
33766,DD2017073023114157EB436FF59E9,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 14:28:00,C,已出货未退款,已提现,饮料,水
33768,DD201707310115411946F9943F9DC,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 15:38:00,C,已出货未退款,已提现,饮料,水
33769,DD2017073102442049024CBAFFB3A,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 17:20:00,C,已出货未退款,已提现,饮料,水
33770,DD2017073102450635DFA52D521A9,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 17:21:00,C,已出货未退款,已提现,饮料,水
33772,DD201707310437019059579F78EE4,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 17:34:00,C,已出货未退款,已提现,饮料,水
33773,DD2017073105310939216A3F6323A,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 17:47:00,C,已出货未退款,已提现,饮料,水
33774,DD20170731075612112A1A0A80784,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 18:19:00,C,已出货未退款,已提现,饮料,水
33775,DD2017073107584445E20046005FC,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 18:55:00,C,已出货未退款,已提现,饮料,水
33776,DD201707310759079757A5112135E,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 19:07:00,C,已出货未退款,已提现,饮料,水
33779,DD2017073109182615EE45F4DAC85,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-10 19:53:00,C,已出货未退款,已提现,饮料,水
33788,DD2017073117344962DFE62B1DAAD,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-11 19:56:00,C,已出货未退款,已提现,饮料,水
33796,DD2017050605312729AF4439E9EED,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-11 23:13:00,C,已出货未退款,已提现,饮料,水
33815,DD20170808193412123A1C491FC3B,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-12 20:24:00,C,已出货未退款,已提现,饮料,水
33829,DD201705071807317948D0DC84298,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-13 12:12:00,C,已出货未退款,已提现,饮料,水
33831,DD2017080820033036B66FE97ABDF,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-13 13:52:00,C,已出货未退款,已提现,饮料,水
33840,DD201708012048445891C1829CC99,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-13 17:48:00,C,已出货未退款,已提现,饮料,水
33842,DD20170808201306145224993FC54,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-13 20:37:00,C,已出货未退款,已提现,饮料,水
33844,DD20170801211518606A722C28C3D,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-13 22:47:00,C,已出货未退款,已提现,饮料,水
33847,DD20170801213239760F9E6B93280,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 03:10:00,C,已出货未退款,已提现,饮料,水
33848,DD2017080121374059CFADFEDF54B,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 04:44:00,C,已出货未退款,已提现,饮料,水
33849,DD201708012138322369507466567,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 04:54:00,C,已出货未退款,已提现,饮料,水
33850,DD2017080121480798AA96D5BC922,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 08:24:00,C,已出货未退款,已提现,饮料,水
33856,DD2017080123412423203F91A8A0C,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 15:00:00,C,已出货未退款,已提现,饮料,水
33857,DD20170801234203208D9AE162C96,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 15:21:00,C,已出货未退款,已提现,饮料,水
33858,DD2017080123475897BCB3EC2F19F,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 15:35:00,C,已出货未退款,已提现,饮料,水
33859,DD20170801235919321E00B7D55B6,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 15:39:00,C,已出货未退款,已提现,饮料,水
33860,DD201708020001301895DDF5BC9AB,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 15:44:00,C,已出货未退款,已提现,饮料,水
33862,DD201708020005103482836F59651,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 16:25:00,C,已出货未退款,已提现,饮料,水
33863,DD2017080200075573273EA4B4DE9,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 16:39:00,C,已出货未退款,已提现,饮料,水
33871,DD201708020436296615390B71F81,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 19:51:00,C,已出货未退款,已提现,饮料,水
33874,DD20170802044853158E4B67271AB,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 20:34:00,C,已出货未退款,已提现,饮料,水
33875,DD201708020608487379BFF0C186C,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-14 20:40:00,C,已出货未退款,已提现,饮料,水
33880,DD2017080208140534A284E325067,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 00:38:00,C,已出货未退款,已提现,饮料,水
33881,DD201706292131231227AFACC46B6,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-15 02:20:00,C,已出货未退款,已提现,饮料,水
33882,DD20170802082056344796488F859,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 04:06:00,C,已出货未退款,已提现,饮料,水
33883,DD2017080208373756940470F99C0,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 07:27:00,C,已出货未退款,已提现,饮料,水
33890,DD20170802094935920AA82269C9D,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 11:36:00,C,已出货未退款,已提现,饮料,水
33891,DD201708021004587886F61A183E0,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 12:04:00,C,已出货未退款,已提现,饮料,水
33894,DD20170802102544852C5EBBFA2F1,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 13:24:00,C,已出货未退款,已提现,饮料,水
33895,DD20170802102903720BF56139B21,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 13:26:00,C,已出货未退款,已提现,饮料,水
33897,DD2017080210501465A443E28CF81,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 14:40:00,C,已出货未退款,已提现,饮料,水
33898,DD20170808212408572DAC807F254,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 14:51:00,C,已出货未退款,已提现,饮料,水
33899,DD2017080211534172EE7761A390A,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 15:06:00,C,已出货未退款,已提现,饮料,水
33900,DD20170802120217833C0C23A7BAC,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 15:27:00,C,已出货未退款,已提现,饮料,水
33906,DD2017070218354012B6880F25F80,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-15 16:39:00,C,已出货未退款,已提现,饮料,水
33910,DD2017080212221620155A2BAD4EF,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 17:52:00,C,已出货未退款,已提现,饮料,水
33914,DD2017080213260286F3DA6C97F8D,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 18:41:00,C,已出货未退款,已提现,饮料,水
33917,DD201708021347008540EB562BE9C,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 19:43:00,C,已出货未退款,已提现,饮料,水
33928,DD201708021500346347B9E117359,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-15 23:36:00,C,已出货未退款,已提现,饮料,水
33930,DD2017080215134193D24D3B7A8F8,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-16 09:44:00,C,已出货未退款,已提现,饮料,水
33931,DD201708021518493317A14960A32,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-16 11:31:00,C,已出货未退款,已提现,饮料,水
33932,DD2017080215330827B6CEE7E1850,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-16 12:17:00,C,已出货未退款,已提现,饮料,水
33933,DD20170802155140157D442957646,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-16 12:25:00,C,已出货未退款,已提现,饮料,水
33934,DD2017080215581190C0DF6E65ECA,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-16 12:26:00,C,已出货未退款,已提现,饮料,水
33935,DD2017080215593756A8CB200231D,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-16 12:27:00,C,已出货未退款,已提现,饮料,水
33936,DD2017051212113462539AFD0A9BE,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-16 15:37:00,C,已出货未退款,已提现,饮料,水
33943,DD2017080821565482B1F5313E2D2,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-16 21:07:00,C,已出货未退款,已提现,饮料,水
33944,DD2017080623510844C4F7C52F2D7,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-16 21:26:00,C,已出货未退款,已提现,饮料,水
34006,DD20170729182940838432127EF0C,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-18 20:53:00,C,已出货未退款,已提现,饮料,水
34010,DD20170729184848431CF855A2574,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-18 21:35:00,C,已出货未退款,已提现,饮料,水
34011,DD20170729185200382C0D157C663,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-18 21:45:00,C,已出货未退款,已提现,饮料,水
34012,DD20170729185331522905715B8A2,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-18 21:52:00,C,已出货未退款,已提现,饮料,水
34019,DD201707291927315871013567DD0,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-19 15:13:00,C,已出货未退款,已提现,饮料,水
34020,DD2017080120135676B8882266A8F,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-19 15:23:00,C,已出货未退款,已提现,饮料,水
34022,DD2017072919312977C77ED549476,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-19 16:26:00,C,已出货未退款,已提现,饮料,水
34025,DD2017072919313446690F0990105,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-19 17:22:00,C,已出货未退款,已提现,饮料,水
34029,DD2017080120360027570EBD97C0B,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-19 19:00:00,C,已出货未退款,已提现,饮料,水
34039,DD20170729205254228DB83EC8233,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-19 22:05:00,C,已出货未退款,已提现,饮料,水
34041,DD20170804071529722F55C6390C5,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-20 08:00:00,C,已出货未退款,已提现,饮料,水
34047,DD2017080120482459320BFCC65DE,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-20 14:38:00,C,已出货未退款,已提现,饮料,水
34064,DD2017080121051712406B9B5723C,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-20 19:04:00,C,已出货未退款,已提现,饮料,水
34073,DD20170729212604950B018D9FA26,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-20 21:08:00,C,已出货未退款,已提现,饮料,水
34074,DD2017080911564289B820A0019B3,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-20 21:14:00,C,已出货未退款,已提现,饮料,水
34077,DD2017072921424320CBA9B68F255,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-20 21:46:00,C,已出货未退款,已提现,饮料,水
34082,DD201707292223298847671C0EE06,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-21 11:17:00,C,已出货未退款,已提现,饮料,水
34084,DD20170519205025641B65401704B,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-21 12:03:00,C,已出货未退款,已提现,饮料,水
34091,DD2017072922240198FE460F375A9,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-21 14:30:00,C,已出货未退款,已提现,饮料,水
34096,DD20170729225037508B374BF6FF9,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-21 17:24:00,C,已出货未退款,已提现,饮料,水
34109,DD2017080122145584B54CE510170,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-21 20:24:00,C,已出货未退款,已提现,饮料,水
34116,DD2017080123195297E39B4FFAB93,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-21 23:40:00,C,已出货未退款,已提现,饮料,水
34120,DD2017052104334744CB679E94645,E43A6E078A04228,2.0,2.0,怡宝纯净水,2017-10-22 09:44:00,C,已出货未退款,已提现,饮料,水
34124,DD20170730121714321FECE26376E,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-22 16:02:00,C,已出货未退款,已提现,饮料,水
34129,DD20170809154752733D79AC85873,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-22 20:38:00,C,已出货未退款,已提现,饮料,水
34147,DD2017080518591092726D3042FBA,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-23 17:48:00,C,已出货未退款,已提现,饮料,水
34149,DD201708051908441563FDBFE8F7D,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-23 19:31:00,C,已出货未退款,已提现,饮料,水
34152,DD20170809160117100B12D9E2C90,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-23 20:53:00,C,已出货未退款,已提现,饮料,水
34154,DD201708051923132407D5B3EB2B2,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-23 22:05:00,C,已出货未退款,已提现,饮料,水
34155,DD20170805193522783DA58CF851E,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-23 23:54:00,C,已出货未退款,已提现,饮料,水
34158,DD2017073015014934A22D5C000C3,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-24 12:48:00,C,已出货未退款,已提现,饮料,水
34160,DD201708052016051045D89E772B1,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-24 13:22:00,C,已出货未退款,已提现,饮料,水
34161,DD2017080201381047B3687189B4A,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-24 16:34:00,C,已出货未退款,已提现,饮料,水
34165,DD2017080203513088F937F762CD9,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-24 18:31:00,C,已出货未退款,已提现,饮料,水
34174,DD20170802040246894D7C66FC5D6,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-24 19:53:00,C,已出货未退款,已提现,饮料,水
34175,DD2017073015513915F40D6361520,E43A6E078A04228,3.0,3.0,怡宝纯净水,2017-10-24 20:12:00,C,已出货未退款,已提现,饮料,水
